city_development_index,gender,relevent_experience,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.74,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,1,40,notmove
0.92,Male,Has relevent experience,Graduate,Business Degree,>20,500-999,Pvt Ltd,1,26,notmove
0.55,Male,Has relevent experience,Masters,STEM,7,10000+,Pvt Ltd,1,56,notmove
0.74,Male,Has relevent experience,Graduate,STEM,11,50-99,Pvt Ltd,never,22,notmove
0.89,Male,Has relevent experience,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,16,notmove
0.55,Male,Has relevent experience,Graduate,STEM,10,500-999,Pvt Ltd,1,62,move
0.762,Male,Has relevent experience,Graduate,STEM,9,100-500,NGO,1,11,notmove
0.92,Male,No relevent experience,Graduate,STEM,12,10000+,Public Sector,>4,128,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,3,50-99,Funded Startup,1,106,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,1,24,notmove
0.843,Male,Has relevent experience,Graduate,STEM,9,50-99,Funded Startup,1,40,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,2,55,notmove
0.897,Male,Has relevent experience,Masters,STEM,19,1000-4999,Pvt Ltd,>4,48,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,50-99,NGO,>4,13,move
0.897,Female,No relevent experience,Phd,Humanities,19,100-500,NGO,1,74,notmove
0.64,Male,Has relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,1,164,notmove
0.92,Male,No relevent experience,Graduate,Humanities,1,50-99,Public Sector,never,48,notmove
0.624,Male,Has relevent experience,Graduate,STEM,12,1000-4999,Pvt Ltd,1,50,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,2,<10,Early Stage Startup,1,39,notmove
0.897,Male,Has relevent experience,Masters,STEM,15,50-99,Pvt Ltd,1,68,notmove
0.926,Male,Has relevent experience,Masters,STEM,6,<10,NGO,>4,78,notmove
0.897,Male,Has relevent experience,Masters,STEM,7,50-99,Pvt Ltd,2,48,notmove
0.91,Male,No relevent experience,Graduate,Business Degree,>20,10000+,Pvt Ltd,3,86,notmove
0.92,Male,Has relevent experience,Graduate,STEM,8,10000+,Pvt Ltd,>4,51,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,500-999,Pvt Ltd,2,55,move
0.682,Male,No relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,>4,47,notmove
0.897,Male,Has relevent experience,Masters,STEM,10,1000-4999,Pvt Ltd,2,92,notmove
0.926,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,>4,29,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,500-999,Funded Startup,>4,31,notmove
0.926,Male,Has relevent experience,Graduate,STEM,9,50-99,Pvt Ltd,>4,65,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,1000-4999,Pvt Ltd,1,11,notmove
0.836,Male,Has relevent experience,Masters,STEM,19,500-999,Public Sector,>4,166,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,500-999,Pvt Ltd,1,15,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,10/49,Pvt Ltd,4,28,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,2,12,move
0.939,Male,Has relevent experience,Graduate,STEM,12,50-99,Pvt Ltd,1,7,notmove
0.92,Male,No relevent experience,Masters,Business Degree,11,10000+,Pvt Ltd,>4,12,notmove
0.754,Male,Has relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,1,23,notmove
0.92,Male,No relevent experience,Graduate,STEM,10,10000+,Pvt Ltd,>4,308,notmove
0.939,Male,Has relevent experience,Masters,Business Degree,4,1000-4999,Pvt Ltd,4,103,notmove
0.527,Male,Has relevent experience,Graduate,STEM,14,<10,Pvt Ltd,2,114,move
0.915,Male,Has relevent experience,Graduate,Arts,4,10/49,Pvt Ltd,1,322,notmove
0.579,Female,Has relevent experience,Graduate,STEM,4,1000-4999,Pvt Ltd,1,67,notmove
0.527,Female,Has relevent experience,Masters,STEM,9,10/49,Early Stage Startup,1,58,move
0.939,Female,Has relevent experience,Graduate,Other,9,50-99,Pvt Ltd,1,51,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,77,notmove
0.926,Female,Has relevent experience,Graduate,STEM,15,<10,Funded Startup,1,53,move
0.926,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,21,notmove
0.92,Male,Has relevent experience,Masters,STEM,17,50-99,Funded Startup,2,14,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,3,8,notmove
0.624,Male,Has relevent experience,Graduate,STEM,8,10000+,Pvt Ltd,>4,76,move
0.624,Male,Has relevent experience,Graduate,STEM,10,10000+,Pvt Ltd,2,108,notmove
0.91,Male,Has relevent experience,Masters,STEM,7,10000+,Pvt Ltd,1,43,notmove
0.926,Male,No relevent experience,Masters,STEM,8,5000-9999,NGO,2,121,notmove
0.91,Male,No relevent experience,Graduate,STEM,4,1000-4999,Pvt Ltd,1,22,notmove
0.92,Male,Has relevent experience,Graduate,No Major,8,100-500,NGO,1,51,notmove
0.624,Male,Has relevent experience,Graduate,STEM,4,10000+,NGO,1,73,notmove
0.754,Male,Has relevent experience,Graduate,STEM,10,100-500,NGO,1,80,notmove
0.91,Male,Has relevent experience,Graduate,STEM,14,1000-4999,NGO,4,272,notmove
0.884,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,2,86,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,3,99,notmove
0.804,Male,Has relevent experience,Masters,STEM,12,5000-9999,Pvt Ltd,2,67,notmove
0.92,Male,Has relevent experience,Graduate,No Major,2,<10,Funded Startup,2,35,notmove
0.899,Male,Has relevent experience,Graduate,STEM,17,1000-4999,Pvt Ltd,2,130,notmove
0.689,Male,Has relevent experience,Graduate,STEM,6,<10,Early Stage Startup,1,106,notmove
0.624,Female,Has relevent experience,Masters,STEM,5,10000+,Pvt Ltd,2,65,move
0.698,Male,Has relevent experience,Graduate,STEM,16,1000-4999,Pvt Ltd,2,16,notmove
0.754,Male,Has relevent experience,Graduate,STEM,15,10/49,Funded Startup,1,66,move
0.698,Male,No relevent experience,Graduate,STEM,>20,500-999,Pvt Ltd,>4,156,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,10/49,Pvt Ltd,2,11,notmove
0.493,Male,Has relevent experience,Graduate,STEM,10,100-500,Pvt Ltd,1,108,move
0.92,Male,No relevent experience,Masters,STEM,<1,10000+,Pvt Ltd,2,23,notmove
0.91,Male,Has relevent experience,Graduate,STEM,13,10/49,Funded Startup,2,102,notmove
0.762,Male,Has relevent experience,Masters,STEM,5,10000+,Public Sector,1,28,move
0.698,Male,No relevent experience,Graduate,STEM,2,50-99,Pvt Ltd,1,36,notmove
0.913,Male,Has relevent experience,Graduate,STEM,16,500-999,Pvt Ltd,>4,13,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,>20,1000-4999,Pvt Ltd,>4,192,notmove
0.926,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,3,2,notmove
0.92,Male,Has relevent experience,Graduate,STEM,19,1000-4999,NGO,>4,70,notmove
0.698,Male,Has relevent experience,Graduate,STEM,3,10/49,Pvt Ltd,1,12,notmove
0.91,Male,Has relevent experience,Graduate,STEM,19,1000-4999,Pvt Ltd,2,26,notmove
0.843,Male,Has relevent experience,Graduate,STEM,17,50-99,Pvt Ltd,1,90,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,10/49,Funded Startup,4,48,notmove
0.92,Female,Has relevent experience,Graduate,Other,>20,1000-4999,Pvt Ltd,2,35,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,10000+,Pvt Ltd,2,14,notmove
0.91,Female,Has relevent experience,Graduate,STEM,5,1000-4999,Public Sector,1,114,notmove
0.647,Male,Has relevent experience,Masters,STEM,2,50-99,Early Stage Startup,1,7,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,10/49,Pvt Ltd,2,160,notmove
0.92,Female,No relevent experience,Phd,STEM,>20,10000+,Pvt Ltd,>4,79,notmove
0.92,Male,Has relevent experience,Graduate,Arts,9,<10,NGO,1,37,notmove
0.92,Female,Has relevent experience,Masters,STEM,15,1000-4999,Pvt Ltd,3,39,notmove
0.91,Male,Has relevent experience,Graduate,STEM,11,5000-9999,Pvt Ltd,>4,4,notmove
0.91,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,1,14,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,50-99,Pvt Ltd,1,9,notmove
0.698,Male,Has relevent experience,Graduate,STEM,10,<10,Pvt Ltd,1,14,notmove
0.92,Male,Has relevent experience,Masters,Humanities,4,1000-4999,Pvt Ltd,1,102,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,1,61,move
0.884,Male,No relevent experience,Phd,STEM,>20,1000-4999,NGO,>4,322,notmove
0.865,Male,Has relevent experience,Graduate,STEM,9,50-99,Pvt Ltd,2,152,move
0.91,Male,Has relevent experience,Graduate,STEM,>20,50-99,NGO,1,40,move
0.624,Male,Has relevent experience,Masters,STEM,10,<10,Pvt Ltd,1,76,move
0.895,Male,Has relevent experience,Masters,STEM,15,500-999,Pvt Ltd,1,41,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,10/49,Pvt Ltd,1,4,move
0.91,Male,Has relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,>4,78,notmove
0.92,Male,Has relevent experience,Phd,STEM,7,10000+,Pvt Ltd,1,11,notmove
0.738,Male,Has relevent experience,Graduate,STEM,17,5000-9999,Pvt Ltd,3,2,notmove
0.624,Male,Has relevent experience,Graduate,STEM,4,10/49,Early Stage Startup,1,196,move
0.762,Male,Has relevent experience,Graduate,STEM,13,10000+,Pvt Ltd,>4,11,move
0.624,Female,Has relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,3,131,move
0.92,Male,Has relevent experience,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,2,34,notmove
0.92,Male,Has relevent experience,Graduate,STEM,17,50-99,Funded Startup,1,32,move
0.878,Male,Has relevent experience,Graduate,No Major,8,50-99,Pvt Ltd,1,129,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,10000+,Pvt Ltd,1,72,notmove
0.897,Male,Has relevent experience,Masters,STEM,5,50-99,Funded Startup,2,46,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,1,14,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,3,71,notmove
0.939,Female,Has relevent experience,Graduate,STEM,7,1000-4999,Pvt Ltd,>4,7,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,10000+,Pvt Ltd,never,96,move
0.939,Female,Has relevent experience,Graduate,STEM,10,500-999,Pvt Ltd,1,94,notmove
0.92,Male,Has relevent experience,Masters,STEM,15,5000-9999,Pvt Ltd,2,64,notmove
0.92,Female,Has relevent experience,Graduate,STEM,3,10000+,Other,1,134,notmove
0.926,Male,Has relevent experience,Masters,STEM,20,10000+,Pvt Ltd,>4,64,notmove
0.762,Male,Has relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,1,45,notmove
0.926,Male,No relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,3,150,notmove
0.865,Male,Has relevent experience,Masters,Business Degree,>20,50-99,Pvt Ltd,>4,113,notmove
0.693,Male,Has relevent experience,Graduate,STEM,7,<10,Pvt Ltd,3,4,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,10000+,Pvt Ltd,1,86,notmove
0.926,Male,Has relevent experience,Graduate,STEM,6,1000-4999,Pvt Ltd,1,104,notmove
0.924,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,162,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,18,notmove
0.91,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,1,29,notmove
0.698,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,4,9,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,10/49,Pvt Ltd,1,58,notmove
0.74,Male,Has relevent experience,Graduate,STEM,11,500-999,Pvt Ltd,2,232,notmove
0.92,Female,Has relevent experience,Graduate,STEM,16,10000+,Pvt Ltd,2,7,notmove
0.698,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,2,6,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,1,37,notmove
0.89,Male,Has relevent experience,Graduate,STEM,15,500-999,Pvt Ltd,never,74,notmove
0.92,Male,No relevent experience,Graduate,Arts,5,50-99,Pvt Ltd,>4,260,notmove
0.624,Male,Has relevent experience,Masters,STEM,3,100-500,Pvt Ltd,2,61,notmove
0.91,Male,Has relevent experience,Graduate,STEM,8,50-99,Funded Startup,1,51,notmove
0.926,Male,Has relevent experience,Graduate,STEM,11,50-99,Pvt Ltd,1,108,notmove
0.624,Male,Has relevent experience,Graduate,STEM,2,10/49,Early Stage Startup,1,56,notmove
0.92,Male,Has relevent experience,Masters,STEM,9,100-500,Funded Startup,1,52,notmove
0.624,Male,Has relevent experience,Masters,STEM,4,10000+,Pvt Ltd,2,164,notmove
0.836,Male,Has relevent experience,Graduate,STEM,15,50-99,Funded Startup,1,85,notmove
0.624,Male,Has relevent experience,Masters,STEM,8,1000-4999,NGO,3,31,move
0.848,Male,Has relevent experience,Graduate,STEM,3,<10,Pvt Ltd,1,28,notmove
0.855,Male,Has relevent experience,Graduate,STEM,7,10000+,Pvt Ltd,1,2,notmove
0.855,Male,Has relevent experience,Masters,STEM,15,50-99,Pvt Ltd,never,141,notmove
0.92,Female,Has relevent experience,Graduate,STEM,10,50-99,Early Stage Startup,1,72,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,10/49,Pvt Ltd,4,44,notmove
0.92,Male,Has relevent experience,Graduate,Business Degree,5,500-999,Pvt Ltd,1,36,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,2,46,notmove
0.92,Male,No relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,3,148,notmove
0.913,Male,No relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,80,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,1000-4999,Pvt Ltd,1,68,notmove
0.92,Female,Has relevent experience,Masters,STEM,>20,10000+,Public Sector,>4,33,notmove
0.884,Male,Has relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,1,70,notmove
0.926,Male,Has relevent experience,Graduate,STEM,9,5000-9999,Pvt Ltd,1,145,notmove
0.92,Female,Has relevent experience,Graduate,STEM,12,50-99,Funded Startup,1,32,notmove
0.762,Male,Has relevent experience,Graduate,STEM,9,10000+,Pvt Ltd,2,67,notmove
0.884,Female,Has relevent experience,Graduate,STEM,3,500-999,Pvt Ltd,>4,55,notmove
0.92,Female,No relevent experience,Graduate,STEM,19,10000+,Pvt Ltd,>4,86,notmove
0.92,Male,No relevent experience,Phd,STEM,>20,5000-9999,NGO,>4,7,notmove
0.939,Male,Has relevent experience,Masters,STEM,10,100-500,Pvt Ltd,1,35,notmove
0.92,Male,Has relevent experience,Masters,STEM,16,100-500,Pvt Ltd,2,24,move
0.92,Male,Has relevent experience,Graduate,STEM,14,10000+,Pvt Ltd,>4,40,notmove
0.624,Male,Has relevent experience,Graduate,STEM,10,10000+,Pvt Ltd,never,37,notmove
0.939,Male,Has relevent experience,Graduate,STEM,6,50-99,Funded Startup,4,52,notmove
0.847,Male,Has relevent experience,Graduate,STEM,10,5000-9999,Pvt Ltd,1,9,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,18,notmove
0.689,Female,Has relevent experience,Masters,STEM,19,50-99,Pvt Ltd,1,125,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,500-999,Pvt Ltd,1,32,move
0.624,Male,No relevent experience,Graduate,STEM,11,10000+,Pvt Ltd,3,34,notmove
0.865,Male,Has relevent experience,Masters,STEM,18,10000+,Pvt Ltd,3,14,notmove
0.624,Male,Has relevent experience,Graduate,Business Degree,>20,50-99,Pvt Ltd,>4,68,notmove
0.743,Male,Has relevent experience,Masters,STEM,14,10/49,Pvt Ltd,>4,105,notmove
0.939,Female,Has relevent experience,Graduate,Humanities,4,50-99,Funded Startup,1,100,notmove
0.923,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,4,15,move
0.92,Male,No relevent experience,Graduate,Humanities,14,500-999,Pvt Ltd,1,40,notmove
0.92,Male,Has relevent experience,Graduate,STEM,11,500-999,Pvt Ltd,2,34,notmove
0.926,Male,Has relevent experience,Masters,STEM,5,100-500,Funded Startup,1,18,notmove
0.924,Male,Has relevent experience,Graduate,STEM,14,<10,Pvt Ltd,4,166,notmove
0.893,Male,Has relevent experience,Masters,STEM,>20,100-500,NGO,1,32,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,10/49,Pvt Ltd,>4,198,notmove
0.855,Male,Has relevent experience,Graduate,STEM,11,5000-9999,Pvt Ltd,2,76,move
0.92,Male,Has relevent experience,Graduate,STEM,12,100-500,Pvt Ltd,2,47,notmove
0.698,Male,Has relevent experience,Masters,STEM,12,100-500,Pvt Ltd,1,33,notmove
0.843,Male,Has relevent experience,Masters,STEM,19,10/49,Pvt Ltd,1,56,notmove
0.91,Male,Has relevent experience,Masters,STEM,>20,50-99,Funded Startup,1,284,notmove
0.897,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,>4,48,notmove
0.91,Male,Has relevent experience,Graduate,STEM,15,50-99,Pvt Ltd,>4,28,notmove
0.92,Male,Has relevent experience,Graduate,STEM,11,50-99,Pvt Ltd,1,77,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,50-99,Pvt Ltd,1,56,notmove
0.754,Male,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,never,127,move
0.754,Male,Has relevent experience,Graduate,STEM,7,10/49,Public Sector,1,158,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,5000-9999,Other,>4,53,notmove
0.939,Male,No relevent experience,Graduate,STEM,6,500-999,Public Sector,1,10,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,3,29,move
0.92,Male,Has relevent experience,Masters,Humanities,>20,5000-9999,NGO,>4,40,notmove
0.624,Male,Has relevent experience,Masters,STEM,3,50-99,Early Stage Startup,1,144,move
0.92,Male,Has relevent experience,Graduate,STEM,14,100-500,Public Sector,2,60,notmove
0.624,Male,Has relevent experience,Graduate,STEM,10,10000+,Pvt Ltd,1,53,notmove
0.926,Male,Has relevent experience,Graduate,STEM,6,100-500,Funded Startup,1,57,notmove
0.767,Female,Has relevent experience,Masters,STEM,11,10/49,Early Stage Startup,4,84,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,10/49,Public Sector,1,36,move
0.624,Male,Has relevent experience,Graduate,STEM,7,1000-4999,Pvt Ltd,1,38,move
0.896,Male,Has relevent experience,Masters,STEM,16,50-99,NGO,2,34,notmove
0.926,Male,Has relevent experience,Masters,STEM,11,10/49,Pvt Ltd,2,4,notmove
0.624,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,11,move
0.92,Male,Has relevent experience,Graduate,STEM,20,100-500,Pvt Ltd,1,20,notmove
0.92,Male,Has relevent experience,Masters,STEM,4,50-99,Pvt Ltd,1,109,notmove
0.624,Male,Has relevent experience,Masters,STEM,5,100-500,Pvt Ltd,1,146,move
0.92,Male,Has relevent experience,Graduate,STEM,6,5000-9999,Pvt Ltd,4,28,notmove
0.55,Male,Has relevent experience,Graduate,STEM,3,10/49,Pvt Ltd,1,5,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,10/49,Funded Startup,1,39,notmove
0.926,Male,Has relevent experience,Masters,STEM,18,100-500,Pvt Ltd,1,18,notmove
0.579,Male,Has relevent experience,Graduate,STEM,12,50-99,Funded Startup,2,48,move
0.897,Male,Has relevent experience,Masters,STEM,10,100-500,Pvt Ltd,1,5,notmove
0.92,Male,Has relevent experience,Graduate,STEM,19,1000-4999,Pvt Ltd,1,29,notmove
0.624,Male,Has relevent experience,Masters,STEM,5,50-99,Pvt Ltd,1,56,move
0.92,Male,Has relevent experience,Graduate,STEM,10,10000+,Pvt Ltd,>4,21,notmove
0.624,Male,Has relevent experience,Masters,STEM,10,100-500,Pvt Ltd,4,4,notmove
0.92,Male,Has relevent experience,Graduate,STEM,13,10000+,Pvt Ltd,3,83,notmove
0.925,Male,No relevent experience,Phd,STEM,>20,10/49,Pvt Ltd,>4,69,notmove
0.926,Male,Has relevent experience,Graduate,STEM,10,10000+,Pvt Ltd,2,33,notmove
0.895,Male,Has relevent experience,Phd,STEM,>20,50-99,Pvt Ltd,>4,50,notmove
0.913,Male,Has relevent experience,Masters,STEM,7,100-500,Pvt Ltd,1,84,notmove
0.926,Male,Has relevent experience,Masters,STEM,10,10/49,Early Stage Startup,1,254,notmove
0.89,Male,Has relevent experience,Graduate,STEM,8,500-999,Pvt Ltd,>4,36,notmove
0.74,Male,No relevent experience,Graduate,STEM,4,<10,Early Stage Startup,never,228,move
0.698,Female,No relevent experience,Masters,STEM,7,500-999,NGO,1,12,notmove
0.939,Male,Has relevent experience,Masters,STEM,7,50-99,Funded Startup,1,30,notmove
0.91,Male,Has relevent experience,Masters,STEM,15,<10,Early Stage Startup,3,15,notmove
0.527,Male,Has relevent experience,Masters,STEM,8,5000-9999,Public Sector,never,176,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,<10,Early Stage Startup,1,23,notmove
0.624,Male,No relevent experience,Graduate,STEM,2,<10,Pvt Ltd,2,34,move
0.92,Male,Has relevent experience,Masters,STEM,19,10000+,Pvt Ltd,1,32,notmove
0.92,Male,Has relevent experience,Masters,STEM,15,10000+,Pvt Ltd,never,6,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,10000+,Pvt Ltd,2,56,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,143,notmove
0.939,Male,Has relevent experience,Graduate,STEM,16,50-99,Pvt Ltd,2,34,notmove
0.878,Male,Has relevent experience,Masters,STEM,18,1000-4999,Pvt Ltd,>4,11,notmove
0.896,Male,Has relevent experience,Graduate,STEM,19,50-99,Pvt Ltd,1,80,notmove
0.926,Male,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,1,31,notmove
0.92,Male,Has relevent experience,Graduate,STEM,13,10000+,Pvt Ltd,2,42,notmove
0.913,Male,Has relevent experience,Masters,STEM,16,100-500,Pvt Ltd,2,17,notmove
0.91,Male,Has relevent experience,Masters,STEM,17,50-99,Funded Startup,1,61,notmove
0.92,Male,Has relevent experience,Masters,STEM,18,5000-9999,Pvt Ltd,1,11,notmove
0.92,Male,Has relevent experience,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,1,106,notmove
0.866,Male,Has relevent experience,Graduate,STEM,16,<10,Early Stage Startup,1,58,notmove
0.926,Male,Has relevent experience,Graduate,STEM,>20,10/49,Early Stage Startup,2,37,notmove
0.895,Male,Has relevent experience,Masters,STEM,>20,10/49,Pvt Ltd,>4,20,notmove
0.92,Female,No relevent experience,Masters,STEM,12,10000+,Public Sector,2,155,notmove
0.91,Female,Has relevent experience,Graduate,Humanities,2,50-99,Funded Startup,1,147,notmove
0.804,Male,No relevent experience,Phd,STEM,20,10/49,Pvt Ltd,2,188,notmove
0.92,Male,Has relevent experience,Phd,STEM,18,10/49,Early Stage Startup,1,174,move
0.624,Female,Has relevent experience,Masters,STEM,8,500-999,Pvt Ltd,2,69,move
0.624,Male,Has relevent experience,Graduate,STEM,<1,500-999,Pvt Ltd,1,24,notmove
0.878,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,36,notmove
0.91,Male,Has relevent experience,Graduate,STEM,2,10/49,Pvt Ltd,1,36,notmove
0.698,Female,Has relevent experience,Graduate,Business Degree,4,10/49,Funded Startup,4,4,notmove
0.92,Male,No relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,4,102,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,50-99,Pvt Ltd,>4,14,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,100-500,Pvt Ltd,2,80,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,10/49,Pvt Ltd,4,156,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,3,2,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,24,notmove
0.926,Male,Has relevent experience,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,78,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,notmove
0.762,Male,Has relevent experience,Graduate,STEM,10,1000-4999,Pvt Ltd,4,83,notmove
0.91,Male,Has relevent experience,Masters,STEM,17,1000-4999,Public Sector,>4,18,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,5000-9999,Pvt Ltd,1,64,notmove
0.92,Male,Has relevent experience,Masters,STEM,15,100-500,Pvt Ltd,2,106,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,10/49,Pvt Ltd,1,22,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,1000-4999,Pvt Ltd,4,4,move
0.91,Male,Has relevent experience,Graduate,STEM,16,10/49,Pvt Ltd,3,202,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,3,5,notmove
0.91,Male,No relevent experience,Graduate,STEM,19,1000-4999,Pvt Ltd,1,56,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,>4,27,notmove
0.926,Male,Has relevent experience,Graduate,STEM,4,<10,Pvt Ltd,4,16,move
0.754,Female,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,2,105,notmove
0.91,Male,Has relevent experience,Graduate,No Major,>20,10/49,Pvt Ltd,>4,22,notmove
0.794,Male,Has relevent experience,Masters,STEM,19,50-99,Pvt Ltd,1,79,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,16,100-500,Pvt Ltd,>4,228,move
0.91,Male,Has relevent experience,Graduate,STEM,11,100-500,Pvt Ltd,1,43,notmove
0.91,Male,Has relevent experience,Masters,STEM,6,10000+,Pvt Ltd,1,9,notmove
0.926,Male,No relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,308,notmove
0.91,Male,No relevent experience,Graduate,STEM,2,10/49,Pvt Ltd,1,140,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,3,77,notmove
0.92,Male,Has relevent experience,Masters,STEM,17,10/49,Early Stage Startup,>4,85,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,>4,40,notmove
0.92,Male,No relevent experience,Masters,STEM,>20,1000-4999,Public Sector,>4,132,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,<10,Pvt Ltd,>4,19,notmove
0.884,Male,Has relevent experience,Graduate,STEM,9,10/49,Pvt Ltd,3,65,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,500-999,Funded Startup,2,21,notmove
0.762,Male,No relevent experience,Masters,Humanities,3,500-999,Public Sector,2,5,notmove
0.91,Female,No relevent experience,Graduate,Arts,3,50-99,Pvt Ltd,2,3,notmove
0.827,Male,Has relevent experience,Graduate,STEM,5,10/49,Pvt Ltd,1,94,notmove
