city_development_index,gender,relevent_experience,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.91,Male,Has relevent experience,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,7,notmove
0.764,Male,Has relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,1,78,move
0.92,Female,Has relevent experience,Masters,STEM,15,500-999,Funded Startup,1,15,move
0.698,Male,Has relevent experience,Graduate,STEM,7,10000+,Pvt Ltd,never,139,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,8,notmove
0.92,Male,Has relevent experience,Phd,STEM,>20,10000+,Public Sector,2,80,notmove
0.666,Male,Has relevent experience,Graduate,STEM,10,100-500,Pvt Ltd,>4,33,notmove
0.949,Female,Has relevent experience,Masters,STEM,6,10000+,Public Sector,1,3,notmove
0.92,Male,No relevent experience,Graduate,STEM,12,500-999,Pvt Ltd,1,336,notmove
0.896,Male,Has relevent experience,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,50,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,<10,Pvt Ltd,2,46,move
0.926,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,3,4,notmove
0.92,Male,Has relevent experience,Graduate,STEM,11,100-500,Pvt Ltd,1,4,notmove
0.804,Male,Has relevent experience,Graduate,STEM,13,1000-4999,Pvt Ltd,>4,72,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,50-99,Pvt Ltd,2,89,notmove
0.926,Male,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,never,122,notmove
0.925,Male,Has relevent experience,Graduate,STEM,8,50-99,Pvt Ltd,1,34,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,10,100-500,Pvt Ltd,>4,10,notmove
0.789,Male,No relevent experience,Graduate,STEM,4,50-99,Pvt Ltd,1,80,notmove
0.804,Male,Has relevent experience,Masters,Other,13,10000+,Public Sector,1,166,notmove
0.91,Male,Has relevent experience,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,24,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,4,218,notmove
0.91,Male,Has relevent experience,Graduate,Arts,12,10/49,Pvt Ltd,1,50,notmove
0.92,Male,No relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,1,57,notmove
0.92,Male,Has relevent experience,Graduate,STEM,18,10/49,NGO,2,13,notmove
0.92,Male,Has relevent experience,Graduate,STEM,17,100-500,Pvt Ltd,2,4,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,100-500,Pvt Ltd,2,70,notmove
0.92,Male,Has relevent experience,Graduate,STEM,3,100-500,NGO,1,89,notmove
0.91,Male,Has relevent experience,Masters,STEM,14,<10,Pvt Ltd,4,88,notmove
0.91,Male,No relevent experience,Graduate,STEM,2,10000+,Public Sector,1,37,notmove
0.796,Male,Has relevent experience,Masters,STEM,11,100-500,Pvt Ltd,2,26,notmove
0.924,Male,Has relevent experience,Graduate,STEM,7,100-500,Pvt Ltd,1,94,notmove
0.926,Male,No relevent experience,Graduate,STEM,4,50-99,Pvt Ltd,1,44,notmove
0.855,Male,Has relevent experience,Masters,STEM,13,50-99,Public Sector,3,46,notmove
0.624,Female,Has relevent experience,Graduate,STEM,8,1000-4999,Pvt Ltd,2,220,move
0.92,Male,No relevent experience,Graduate,STEM,1,10000+,Public Sector,1,17,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,50,notmove
0.92,Male,Has relevent experience,Graduate,STEM,16,1000-4999,Public Sector,>4,54,notmove
0.949,Male,No relevent experience,Graduate,STEM,3,<10,Funded Startup,>4,43,notmove
0.926,Male,Has relevent experience,Masters,STEM,14,100-500,Pvt Ltd,>4,117,notmove
0.624,Male,No relevent experience,Masters,Other,3,50-99,Pvt Ltd,2,80,move
0.92,Male,Has relevent experience,Masters,STEM,5,<10,Funded Startup,2,60,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,1,70,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,>4,300,notmove
0.624,Male,No relevent experience,Graduate,No Major,4,50-99,Early Stage Startup,1,74,move
0.92,Male,Has relevent experience,Graduate,STEM,10,50-99,Early Stage Startup,2,67,notmove
0.666,Male,Has relevent experience,Graduate,STEM,14,10/49,Pvt Ltd,1,39,notmove
0.92,Male,Has relevent experience,Graduate,STEM,16,100-500,Pvt Ltd,1,106,notmove
0.924,Male,Has relevent experience,Graduate,STEM,16,50-99,Pvt Ltd,2,78,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,28,notmove
0.754,Male,Has relevent experience,Masters,STEM,19,100-500,Pvt Ltd,>4,74,notmove
0.924,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,15,notmove
0.92,Male,Has relevent experience,Graduate,STEM,19,1000-4999,Pvt Ltd,1,25,notmove
0.896,Male,Has relevent experience,Masters,STEM,17,10000+,Pvt Ltd,2,78,notmove
0.624,Male,Has relevent experience,Graduate,STEM,<1,10000+,Pvt Ltd,2,122,move
0.895,Male,Has relevent experience,Phd,STEM,>20,50-99,Pvt Ltd,1,22,notmove
0.624,Male,Has relevent experience,Masters,STEM,16,10000+,Pvt Ltd,>4,143,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,1,22,notmove
0.897,Male,Has relevent experience,Graduate,STEM,4,50-99,Funded Startup,2,50,notmove
0.91,Male,Has relevent experience,Graduate,STEM,20,1000-4999,Pvt Ltd,3,280,move
0.92,Male,Has relevent experience,Graduate,STEM,2,<10,Pvt Ltd,1,18,notmove
0.92,Male,Has relevent experience,Masters,STEM,9,10000+,Pvt Ltd,1,174,notmove
0.794,Male,No relevent experience,Graduate,STEM,1,10/49,Pvt Ltd,1,55,notmove
0.698,Male,Has relevent experience,Graduate,Humanities,4,<10,Funded Startup,1,80,move
0.923,Male,Has relevent experience,Masters,STEM,19,10000+,Pvt Ltd,1,37,notmove
0.698,Male,Has relevent experience,Masters,STEM,3,50-99,Public Sector,2,45,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,500-999,Pvt Ltd,1,78,move
0.926,Male,Has relevent experience,Graduate,STEM,9,50-99,Pvt Ltd,2,77,notmove
0.913,Male,Has relevent experience,Graduate,STEM,15,10/49,Pvt Ltd,1,15,notmove
0.624,Female,Has relevent experience,Graduate,STEM,9,500-999,Pvt Ltd,>4,36,move
0.624,Male,Has relevent experience,Graduate,STEM,5,1000-4999,Pvt Ltd,1,15,move
0.92,Female,Has relevent experience,Masters,Arts,<1,1000-4999,Pvt Ltd,1,73,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,17,100-500,Pvt Ltd,1,23,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,10000+,Public Sector,3,55,notmove
0.913,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,18,notmove
0.698,Male,Has relevent experience,Graduate,STEM,8,100-500,Pvt Ltd,>4,62,notmove
0.624,Male,Has relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,4,109,move
0.855,Male,Has relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,1,98,notmove
0.754,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,82,notmove
0.926,Male,Has relevent experience,Masters,STEM,3,100-500,Funded Startup,1,19,notmove
0.624,Male,No relevent experience,Graduate,Other,4,10000+,Pvt Ltd,2,102,move
0.92,Male,Has relevent experience,Graduate,STEM,10,1000-4999,Pvt Ltd,2,23,notmove
0.624,Male,Has relevent experience,Graduate,STEM,16,<10,Early Stage Startup,4,103,move
0.855,Female,Has relevent experience,Graduate,STEM,5,10/49,Early Stage Startup,1,48,notmove
0.91,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,2,99,notmove
0.939,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,1,9,notmove
0.887,Male,Has relevent experience,Graduate,STEM,>20,500-999,Pvt Ltd,4,13,notmove
0.624,Male,Has relevent experience,Graduate,STEM,10,10/49,Early Stage Startup,1,24,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,174,notmove
0.91,Male,Has relevent experience,Graduate,STEM,17,10/49,Pvt Ltd,3,54,notmove
0.866,Male,Has relevent experience,Graduate,STEM,9,<10,Pvt Ltd,3,44,notmove
0.926,Male,Has relevent experience,Graduate,STEM,15,500-999,Pvt Ltd,2,21,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,<10,Pvt Ltd,never,102,move
0.924,Male,Has relevent experience,Masters,Business Degree,19,1000-4999,Pvt Ltd,2,70,notmove
0.624,Male,No relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,1,64,move
0.92,Female,Has relevent experience,Graduate,STEM,10,10000+,Pvt Ltd,>4,20,move
0.624,Male,Has relevent experience,Graduate,STEM,2,5000-9999,Pvt Ltd,2,16,notmove
0.923,Male,Has relevent experience,Masters,STEM,9,10000+,Pvt Ltd,4,170,notmove
0.848,Male,Has relevent experience,Masters,STEM,18,10000+,Pvt Ltd,>4,17,move
0.92,Male,Has relevent experience,Masters,STEM,16,5000-9999,NGO,>4,58,notmove
0.89,Male,No relevent experience,Graduate,No Major,3,<10,Pvt Ltd,1,24,notmove
0.926,Male,Has relevent experience,Phd,STEM,16,100-500,Public Sector,2,28,notmove
0.91,Female,Has relevent experience,Masters,Business Degree,8,1000-4999,Public Sector,4,74,notmove
0.666,Male,Has relevent experience,Masters,STEM,16,50-99,Pvt Ltd,>4,160,notmove
0.624,Male,Has relevent experience,Masters,STEM,7,100-500,Pvt Ltd,1,26,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,1,3,move
0.624,Male,Has relevent experience,Graduate,STEM,6,50-99,Funded Startup,1,17,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10/49,Funded Startup,1,20,notmove
0.92,Male,Has relevent experience,Graduate,STEM,16,10000+,Pvt Ltd,2,17,move
0.92,Male,Has relevent experience,Masters,STEM,5,50-99,Pvt Ltd,>4,60,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,1,65,notmove
0.92,Female,Has relevent experience,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,39,notmove
0.884,Male,Has relevent experience,Phd,STEM,>20,10/49,Funded Startup,>4,58,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,10000+,Pvt Ltd,>4,242,notmove
0.92,Female,Has relevent experience,Graduate,STEM,2,50-99,Early Stage Startup,1,124,notmove
0.866,Male,Has relevent experience,Masters,STEM,7,1000-4999,Pvt Ltd,1,72,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,>4,47,notmove
0.925,Female,Has relevent experience,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,162,move
0.827,Male,Has relevent experience,Phd,STEM,>20,50-99,Pvt Ltd,>4,96,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,1,258,move
0.92,Male,Has relevent experience,Graduate,STEM,16,10/49,Funded Startup,4,12,notmove
0.754,Male,Has relevent experience,Masters,STEM,10,1000-4999,Public Sector,1,47,notmove
0.926,Male,No relevent experience,Graduate,STEM,8,5000-9999,Public Sector,4,31,notmove
0.897,Male,Has relevent experience,Masters,STEM,7,10000+,Pvt Ltd,2,24,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,500-999,Public Sector,3,44,move
0.92,Male,No relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,3,5,notmove
0.926,Male,No relevent experience,Masters,Other,8,10000+,Public Sector,4,134,notmove
0.92,Male,Has relevent experience,Graduate,STEM,13,100-500,Funded Startup,1,19,notmove
0.884,Male,Has relevent experience,Graduate,STEM,4,1000-4999,Pvt Ltd,4,11,notmove
0.899,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,2,81,notmove
0.926,Male,Has relevent experience,Masters,STEM,13,500-999,Funded Startup,4,52,notmove
0.856,Male,Has relevent experience,Graduate,STEM,14,50-99,Pvt Ltd,1,124,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,1,29,move
0.91,Male,No relevent experience,Masters,STEM,11,5000-9999,NGO,>4,90,notmove
0.91,Male,Has relevent experience,Graduate,STEM,10,<10,Pvt Ltd,3,56,move
0.897,Male,Has relevent experience,Phd,STEM,11,100-500,Pvt Ltd,2,200,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,50-99,Pvt Ltd,4,162,notmove
0.624,Female,Has relevent experience,Masters,STEM,<1,<10,Pvt Ltd,1,29,move
0.624,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,1,46,move
0.794,Male,Has relevent experience,Graduate,STEM,5,100-500,NGO,1,6,notmove
0.926,Male,Has relevent experience,Graduate,STEM,13,10/49,Funded Startup,3,154,notmove
0.884,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,10,move
0.926,Male,Has relevent experience,Masters,Business Degree,>20,100-500,Pvt Ltd,1,154,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,1,49,notmove
0.924,Male,No relevent experience,Masters,STEM,>20,500-999,NGO,2,24,notmove
0.926,Male,Has relevent experience,Graduate,STEM,9,10/49,Pvt Ltd,3,10,notmove
0.895,Male,Has relevent experience,Masters,STEM,14,50-99,Pvt Ltd,3,18,notmove
0.698,Male,Has relevent experience,Masters,STEM,10,50-99,Funded Startup,1,37,notmove
0.767,Male,Has relevent experience,Graduate,STEM,1,100-500,Pvt Ltd,1,37,notmove
0.925,Male,Has relevent experience,Graduate,STEM,4,50-99,Pvt Ltd,1,46,notmove
0.897,Male,No relevent experience,Graduate,Arts,2,1000-4999,Pvt Ltd,2,40,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,notmove
0.897,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,61,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,1,36,notmove
0.754,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,3,124,notmove
0.926,Male,Has relevent experience,Graduate,Arts,5,10/49,Pvt Ltd,4,11,notmove
0.698,Male,No relevent experience,Graduate,STEM,1,500-999,Public Sector,1,165,notmove
0.802,Male,No relevent experience,Masters,Business Degree,3,1000-4999,Pvt Ltd,1,34,notmove
0.91,Male,Has relevent experience,Graduate,STEM,6,500-999,Pvt Ltd,1,65,notmove
0.92,Male,Has relevent experience,Graduate,STEM,18,100-500,Pvt Ltd,1,6,notmove
0.624,Male,Has relevent experience,Graduate,STEM,9,<10,Early Stage Startup,2,54,move
0.92,Male,Has relevent experience,Graduate,No Major,18,10000+,Pvt Ltd,>4,45,notmove
0.92,Male,Has relevent experience,Graduate,STEM,18,100-500,Funded Startup,1,13,move
0.92,Male,Has relevent experience,Graduate,Other,12,500-999,Funded Startup,1,121,notmove
0.855,Male,Has relevent experience,Masters,STEM,15,100-500,Funded Startup,1,55,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,10000+,Pvt Ltd,1,118,notmove
0.939,Male,Has relevent experience,Graduate,STEM,20,1000-4999,Pvt Ltd,>4,40,notmove
0.624,Male,Has relevent experience,Masters,STEM,3,50-99,Pvt Ltd,1,100,move
0.895,Male,Has relevent experience,Masters,STEM,14,100-500,Pvt Ltd,1,83,notmove
0.926,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,19,notmove
0.92,Male,Has relevent experience,Graduate,STEM,11,1000-4999,Pvt Ltd,2,41,notmove
0.789,Male,Has relevent experience,Graduate,STEM,8,50-99,Pvt Ltd,1,10,notmove
0.804,Male,Has relevent experience,Masters,STEM,14,50-99,Pvt Ltd,1,28,notmove
0.92,Male,No relevent experience,Phd,STEM,7,10000+,Public Sector,>4,6,move
0.92,Male,Has relevent experience,Graduate,STEM,10,1000-4999,NGO,>4,12,notmove
0.866,Male,Has relevent experience,Phd,STEM,20,10000+,Pvt Ltd,>4,61,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,1000-4999,Pvt Ltd,3,97,notmove
0.926,Male,Has relevent experience,Graduate,STEM,5,100-500,Pvt Ltd,3,15,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,<10,Pvt Ltd,never,236,notmove
0.624,Male,Has relevent experience,Masters,STEM,6,10/49,Early Stage Startup,1,83,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,500-999,Pvt Ltd,2,4,notmove
0.878,Male,No relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,1,77,notmove
0.92,Male,Has relevent experience,Graduate,STEM,20,5000-9999,Pvt Ltd,1,110,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,50-99,Early Stage Startup,1,106,notmove
0.897,Male,Has relevent experience,Masters,STEM,3,100-500,Funded Startup,1,59,notmove
0.926,Male,Has relevent experience,Phd,STEM,>20,100-500,Pvt Ltd,2,140,notmove
0.897,Male,Has relevent experience,Phd,STEM,14,50-99,Pvt Ltd,3,8,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,4,33,notmove
0.884,Male,Has relevent experience,Graduate,STEM,6,500-999,Pvt Ltd,1,134,move
0.926,Male,Has relevent experience,Masters,STEM,16,500-999,Pvt Ltd,3,72,notmove
0.91,Male,No relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,278,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,66,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,500-999,Public Sector,>4,94,notmove
0.89,Male,No relevent experience,Graduate,STEM,8,100-500,Funded Startup,2,108,notmove
0.789,Male,Has relevent experience,Graduate,STEM,14,10000+,Pvt Ltd,1,130,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,4,35,notmove
0.92,Male,Has relevent experience,Graduate,STEM,13,10000+,Pvt Ltd,3,12,notmove
0.689,Male,Has relevent experience,Masters,STEM,10,5000-9999,Pvt Ltd,1,9,notmove
0.802,Male,Has relevent experience,Graduate,STEM,17,1000-4999,Pvt Ltd,2,90,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,1000-4999,Public Sector,>4,24,notmove
0.92,Male,Has relevent experience,Graduate,STEM,18,100-500,Pvt Ltd,>4,146,notmove
0.666,Female,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,4,54,notmove
0.92,Female,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,11,10/49,Funded Startup,1,75,notmove
0.624,Male,Has relevent experience,Graduate,No Major,5,10/49,Pvt Ltd,3,6,move
0.647,Male,Has relevent experience,Graduate,STEM,4,500-999,Pvt Ltd,1,18,notmove
0.698,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,1,100,notmove
0.92,Male,Has relevent experience,Graduate,Arts,9,100-500,Pvt Ltd,2,75,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,4,51,move
0.939,Male,Has relevent experience,Phd,STEM,>20,500-999,Pvt Ltd,>4,9,notmove
0.624,Female,Has relevent experience,Graduate,STEM,5,500-999,Pvt Ltd,1,100,move
0.624,Male,Has relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,1,86,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,1,78,notmove
0.55,Male,Has relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,1,7,move
0.92,Female,Has relevent experience,Graduate,STEM,3,10000+,Pvt Ltd,1,25,notmove
0.84,Male,Has relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,1,41,move
0.624,Male,Has relevent experience,Graduate,STEM,7,100-500,Pvt Ltd,1,72,move
0.92,Female,Has relevent experience,Graduate,STEM,15,10000+,Other,>4,65,move
0.895,Male,Has relevent experience,Graduate,STEM,12,50-99,Pvt Ltd,3,22,notmove
0.666,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,1,38,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,3,7,move
0.91,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Other,>4,28,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,100-500,Pvt Ltd,1,60,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,27,notmove
0.624,Female,Has relevent experience,Masters,STEM,8,5000-9999,Pvt Ltd,>4,36,move
0.92,Male,Has relevent experience,Graduate,STEM,4,50-99,Pvt Ltd,1,204,notmove
0.624,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,3,21,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,16,notmove
0.926,Male,Has relevent experience,Masters,STEM,18,100-500,Pvt Ltd,1,61,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,500-999,Pvt Ltd,3,113,notmove
0.915,Male,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,>4,112,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,5000-9999,Other,1,172,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,100-500,Pvt Ltd,>4,20,notmove
0.925,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,>4,161,notmove
0.926,Male,No relevent experience,Graduate,STEM,17,10/49,Pvt Ltd,1,18,notmove
0.698,Male,No relevent experience,Graduate,STEM,18,500-999,Pvt Ltd,>4,69,notmove
0.92,Male,No relevent experience,Masters,STEM,11,100-500,Pvt Ltd,>4,70,notmove
0.939,Male,Has relevent experience,Graduate,STEM,8,<10,Pvt Ltd,1,8,notmove
0.884,Male,Has relevent experience,Masters,STEM,9,100-500,Pvt Ltd,1,47,notmove
0.91,Male,Has relevent experience,Graduate,STEM,14,10/49,Funded Startup,1,26,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,102,notmove
0.926,Male,No relevent experience,Graduate,STEM,4,50-99,Funded Startup,1,23,notmove
0.855,Male,Has relevent experience,Masters,STEM,11,100-500,Pvt Ltd,1,56,notmove
0.903,Male,Has relevent experience,Graduate,STEM,20,100-500,Pvt Ltd,2,36,notmove
0.624,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,>4,38,notmove
0.92,Female,Has relevent experience,Graduate,Humanities,3,50-99,Public Sector,2,46,notmove
0.893,Male,Has relevent experience,Masters,STEM,20,5000-9999,Public Sector,2,15,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,100-500,Funded Startup,2,11,notmove
0.897,Male,Has relevent experience,Masters,STEM,19,10/49,Funded Startup,3,12,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,6,10000+,Pvt Ltd,1,9,notmove
0.949,Female,Has relevent experience,Graduate,STEM,16,<10,Early Stage Startup,3,152,notmove
0.624,Female,Has relevent experience,Masters,STEM,3,50-99,Early Stage Startup,1,22,move
0.698,Male,No relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,>4,8,notmove
0.92,Male,Has relevent experience,Masters,Humanities,7,10000+,Pvt Ltd,1,20,notmove
0.624,Male,Has relevent experience,Masters,STEM,17,10/49,Pvt Ltd,1,48,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,2,43,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,37,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,>4,22,move
0.91,Male,Has relevent experience,Phd,STEM,>20,<10,Early Stage Startup,2,26,notmove
0.897,Female,Has relevent experience,Masters,STEM,2,1000-4999,Pvt Ltd,1,56,notmove
0.925,Male,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,2,228,notmove
0.893,Male,Has relevent experience,Masters,Business Degree,>20,1000-4999,Pvt Ltd,never,133,notmove
0.926,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,>4,30,notmove
0.624,Male,Has relevent experience,Graduate,STEM,4,<10,Pvt Ltd,1,166,notmove
0.926,Male,Has relevent experience,Phd,STEM,>20,100-500,Pvt Ltd,4,30,notmove
0.926,Male,Has relevent experience,Graduate,STEM,9,500-999,Pvt Ltd,4,54,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,5000-9999,NGO,4,36,notmove
0.92,Male,No relevent experience,Phd,STEM,14,1000-4999,Pvt Ltd,1,15,notmove
0.698,Male,Has relevent experience,Masters,STEM,15,50-99,Pvt Ltd,2,96,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,500-999,Pvt Ltd,>4,152,notmove
0.512,Male,Has relevent experience,Masters,STEM,9,50-99,Pvt Ltd,1,68,notmove
0.895,Male,Has relevent experience,Graduate,STEM,10,<10,Pvt Ltd,1,72,notmove
0.795,Male,Has relevent experience,Graduate,STEM,17,100-500,Pvt Ltd,2,21,notmove
0.698,Male,Has relevent experience,Graduate,STEM,10,1000-4999,Pvt Ltd,4,66,notmove
0.897,Male,Has relevent experience,Graduate,STEM,6,10000+,Public Sector,4,25,notmove
0.939,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,notmove
0.91,Male,No relevent experience,Graduate,STEM,3,10000+,Pvt Ltd,1,78,move
0.897,Male,Has relevent experience,Masters,STEM,6,10/49,Funded Startup,2,146,notmove
0.624,Male,No relevent experience,Graduate,STEM,7,100-500,Pvt Ltd,>4,84,notmove
0.624,Male,No relevent experience,Masters,STEM,4,50-99,Pvt Ltd,1,3,notmove
0.893,Male,Has relevent experience,Masters,STEM,10,10/49,Early Stage Startup,2,57,move
0.624,Male,Has relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,1,50,move
0.743,Male,Has relevent experience,Masters,STEM,7,1000-4999,Pvt Ltd,>4,6,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,10000+,Pvt Ltd,2,34,move
0.91,Male,Has relevent experience,Graduate,STEM,13,1000-4999,Pvt Ltd,1,114,notmove
0.762,Male,Has relevent experience,Graduate,STEM,14,1000-4999,Pvt Ltd,3,77,move
0.939,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,302,move
0.624,Male,Has relevent experience,Graduate,STEM,7,100-500,Pvt Ltd,2,6,move
0.92,Male,Has relevent experience,Graduate,STEM,2,10000+,Pvt Ltd,1,55,notmove
0.558,Male,Has relevent experience,Graduate,STEM,3,50-99,Early Stage Startup,1,57,move
0.624,Male,Has relevent experience,Masters,STEM,4,100-500,Pvt Ltd,1,92,move
0.92,Male,Has relevent experience,Graduate,STEM,8,10/49,Funded Startup,1,57,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,88,notmove
0.624,Male,Has relevent experience,Masters,STEM,4,100-500,Pvt Ltd,2,37,notmove
0.91,Male,Has relevent experience,Phd,STEM,>20,1000-4999,Public Sector,>4,29,notmove
0.92,Female,Has relevent experience,Graduate,Humanities,4,50-99,Funded Startup,1,162,notmove
0.92,Male,Has relevent experience,Masters,STEM,10,<10,Pvt Ltd,1,28,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,29,notmove
0.92,Male,Has relevent experience,Graduate,STEM,20,10000+,Other,>4,45,notmove
